AFG,High_Developed,PFG,PPT,Woody,claycontent,presence
0.11641517,7.45E-05,3.04E-01,45.70432773,0.31901006,0.233138938,0
0.020042467,0,7.85E-02,40.31445687,0.028589714,0.283459784,0
0.074081149,2.05E-04,3.19E-01,41.782173,0.058434211,0.189129222,0
0.04769059,3.69E-04,1.84E-01,33.68022815,0.123241143,0.249561021,0
0.027168063,0,1.21E-01,25.50577076,0.16683891,0.257050729,0
0.04928273,0.008502025,4.52E-01,41.78013704,0.112228575,0.293941199,0
0.059977054,0,4.79E-01,32.24250516,0.088280607,0.235320375,0
0.061412954,0,7.58E-01,45.89128655,0.051481883,0.26256204,0
0.032978427,0,3.64E-01,35.3605725,0.161621505,0.235931574,0
0.006297928,0,4.31E-03,34.23088199,0.018914862,0.258143709,0
0.01936431,0,6.43E-01,34.27453597,0.048817471,0.275955931,0
0.0349103,2.28E-04,6.54E-02,26.92441144,0.170846028,0.217868016,0
0.013365025,0,2.62E-01,35.15957034,0.050962047,0.275679289,0
0.073477248,1.49E-04,2.61E-01,50.00717804,0.117468494,0.287597702,0
0.029393275,0,6.68E-01,32.80893194,0.039612265,0.205983736,0
0.105041537,0,4.34E-01,33.4516595,0.172880701,0.248952663,0
0.005493396,0,1.53E-02,33.75107559,0.008898536,0.231954588,0
0.020859341,6.72E-05,3.79E-02,39.95268072,0.006460931,0.223946357,0
0.101672903,0,6.26E-01,42.17583739,0.095570311,0.248662786,0
0.020811751,0,4.50E-01,38.67910854,0.229826833,0.26212384,0
0.045300929,0,4.56E-01,39.73454017,0.228780343,0.272605287,0
0.018720394,0,8.97E-02,41.25385865,0.006373755,0.250515989,0
0.020792888,0,2.13E-01,31.66795771,0.174952486,0.250553599,0
0.007657824,0.402714376,3.37E-02,33.97605106,0.037400502,0.249216941,0
0.020450713,3.72E-04,8.80E-02,38.48226155,0.094877191,0.290536283,0
0.011740603,0,2.95E-02,39.41507126,0.033681331,0.286645994,0
0.026356676,0,3.96E-01,26.7811718,0.060057891,0.265666305,0
0.068968961,0,5.86E-01,31.44424326,0.101983485,0.196505756,0
0.095213329,1.38E-04,4.36E-01,41.95441403,0.150315572,0.287128795,0
0.027084259,0,4.13E-01,30.00848583,0.039243908,0.249402822,0
0.060978754,0,3.16E-01,52.98579734,0.210167711,0.336915657,0
0.019498619,7.35E-05,1.32E-01,42.82742832,0.02536884,0.323238044,0
0.042740071,6.95E-05,5.54E-01,28.90572024,0.05389377,0.203129415,0
0.057119374,0,2.23E-01,41.21168272,0.215003782,0.332219178,0
0.015681509,7.62E-05,6.60E-02,31.1973717,0.129726814,0.23730278,0
0.002664788,7.29E-05,1.47E-01,35.7132168,0.417169427,0.256017442,0
0.054866051,0,2.48E-01,36.78031099,0.018850517,0.158821611,0
0.048295939,0,2.94E-01,42.61326162,0.040902894,0.310900521,0
0.10120478,6.86E-05,4.72E-01,37.15230708,0.074830446,0.188083086,0
0.123257443,0,4.19E-01,54.04910644,0.120110678,0.279708031,0
0.050898633,0,4.03E-01,35.83210709,0.048902434,0.266420119,0
0.059872724,0,2.23E-01,48.43159303,0.257945497,0.283768444,0
0.016443318,0,5.09E-01,34.53738354,0.095034436,0.262271813,0
0.100630929,0.0025464,2.92E-01,39.22145081,0.062768994,0.218986882,0
0.025974005,0,1.84E-01,26.86344078,0.104254767,0.284097243,0
0.052075639,0,2.92E-01,50.69953315,0.100334274,0.231692962,0
0.033232468,0,2.98E-01,31.00404163,0.160934236,0.27349465,0
0.025325187,7.19E-05,1.52E-01,46.43013597,0.018329428,0.280010702,0
0.050464589,0,2.78E-01,29.45809744,0.077970814,0.21355417,0
0.04554301,0,5.30E-01,47.66758656,0.16071233,0.260621486,0
0.055105355,0,6.40E-01,39.10062497,0.094924263,0.252486376,0
0.074894266,0,1.96E-01,43.89794287,0.022722404,0.214325187,0
0.138817051,0,5.88E-01,33.97695245,0.03091291,0.191105458,0
0.022706113,0,4.31E-01,34.33879009,0.100237742,0.282047893,0
0.101662935,0,2.60E-01,47.1648614,0.298005384,0.30939651,0
0.035602888,0,3.36E-01,29.02653293,0.182993886,0.262277964,0
0.044858735,1.39E-04,6.17E-01,31.14598839,0.038456216,0.220393356,0
0.018984923,0,1.34E-01,37.03572074,0.015268849,0.237682256,0
0.011262867,0,2.38E-01,31.69892003,0.194321808,0.268772761,0
0.050547273,0,1.33E-01,32.1204164,0.109673625,0.223756885,0
0.058184345,0,3.06E-01,27.51802611,0.109012073,0.273128792,0
0.039092821,0,1.24E-01,45.26725995,0.014150987,0.27101581,0
0.031750007,0,3.23E-01,42.95704751,0.3464473,0.265768671,0
0.018439484,1.52E-04,7.29E-02,28.16958753,0.150472675,0.244382362,0
0.011221095,0,3.10E-02,43.32803761,0.008321399,0.209353768,0
0.03525998,0,2.13E-01,43.24316852,0.073848251,0.298627265,0
0.005237257,0,1.50E-01,35.31490381,0.423012301,0.270023384,0
0.033564045,0,1.38E-01,42.06820759,0.069121038,0.295371334,0
0.072375213,0,6.20E-01,38.53356949,0.112002192,0.25816678,0
0.031414568,5.53E-04,5.62E-01,33.32841908,0.060401026,0.274871713,0
0.063368189,0.001126059,2.23E-01,26.44438094,0.046175592,0.258151741,0
0.031626366,0,3.65E-01,35.7224165,0.1872741,0.286324699,0
0.065005985,0.019374896,3.16E-01,38.73055278,0.108029353,0.240188451,0
0.033266423,0,3.16E-01,34.29009521,0.067296574,0.26359686,0
0.026389846,0,3.83E-01,30.5118222,0.123426518,0.217064092,0
0.033003504,0.00396132,1.43E-01,37.91463338,0.019777373,0.255292746,0
0.030978072,0,2.22E-01,32.73643057,0.119666234,0.288077523,0
0.039720709,0,6.78E-02,38.8698158,0.012881713,0.257715452,0
0.02042506,0,4.31E-01,34.29091465,0.095260166,0.247817766,0
0.064124321,0,4.69E-01,46.88960577,0.076815134,0.267012433,0
0.064089609,0.102635216,2.68E-01,40.79195297,0.122127578,0.32029095,0
0.004204295,0,2.00E-01,33.08141983,0.332417871,0.275175108,0
0.036700784,0,1.33E-01,27.61134703,0.141448992,0.289010604,0
0.02226442,0,6.11E-02,36.74884529,0.014539656,0.238725466,0
0.005314647,0,2.26E-01,36.24563972,0.375049845,0.275690959,0
0.012584602,0,5.11E-01,30.68312366,0.048081189,0.236737891,0
0.194262455,0,5.30E-01,35.62223555,0.027733056,0.216847951,0
0.040848677,0,4.57E-01,34.42265764,0.093847029,0.273479969,0
0.024367537,0,3.24E-01,35.29232176,0.133396695,0.253802976,0
0.044293826,0,4.90E-01,33.96845187,0.055611353,0.287732376,0
0.047349682,0,3.99E-01,24.26543888,0.052149571,0.245216529,0
0.020596837,1.41E-04,4.96E-01,35.1119332,0.05358316,0.254465754,0
0.079943601,0,5.75E-01,37.48179333,0.059998641,0.215812492,0
0.110210556,0,3.88E-01,37.75866005,0.096202193,0.182198077,0
0.054651336,0.005244165,1.77E-01,37.26234928,0.081563866,0.239637762,0
0.044278098,0,1.58E-01,37.69973292,0.01260215,0.21835493,0
0.069931326,0,3.28E-01,50.15083246,0.381521315,0.269777894,0
0.066519784,1.51E-04,2.52E-01,44.6420413,0.202731325,0.34319449,0
0.018972061,0,4.76E-01,30.80248577,0.054350518,0.272762799,0
0.02803776,0,1.65E-01,28.87304417,0.090045329,0.263735251,0
0.029075831,0,4.44E-01,31.93810692,0.016953697,0.237900715,0
0.106834907,2.68E-04,5.05E-01,33.73732902,0.057522357,0.234365288,0
0.024164638,0,2.52E-01,29.39082437,0.012264908,0.241877895,0
0.01574802,4.85E-04,2.98E-01,36.96741374,0.016833706,0.257481329,0
0.039861418,0,2.73E-01,27.92975402,0.100824387,0.281269147,0
0.030914364,0.001488593,2.11E-01,38.28718726,0.125254316,0.268844649,0
0.03798004,7.57E-05,1.27E-01,28.29426323,0.140111061,0.231197235,0
0.041527724,0,5.67E-01,27.83547351,0.034523118,0.229116411,0
0.025981307,0,4.59E-01,34.71737698,0.121081943,0.235544461,0
0.007990272,1.43E-04,4.43E-01,31.83576085,0.127753728,0.27332442,0
0.125476604,0,4.29E-01,32.27837058,0.047081565,0.206689846,0
0.105745842,0,5.04E-01,38.37247839,0.034321686,0.198553788,0
0.012562501,5.96E-04,2.87E-02,39.01570784,0.023768909,0.258411272,0
0.056278609,2.13E-04,4.52E-01,36.93224581,0.056841294,0.262599365,0
0.015706827,0,1.48E-01,35.05227714,0.023114122,0.269964467,0
0.011825375,7.03E-05,1.29E-02,41.61404125,0.01109304,0.24650272,0
0.013130256,0,5.50E-01,31.37210603,0.117307074,0.278438174,0
0.015943032,0,4.87E-01,33.6400816,0.022801328,0.277111642,0
0.021962019,4.99E-04,3.16E-01,30.71468005,0.148154798,0.287707161,0
0.008423837,0,4.58E-01,30.51663879,0.049661475,0.232906827,0
0.115612669,6.73E-05,4.69E-01,35.27022177,0.02959773,0.22970557,0
0.067940153,0,7.90E-01,51.06218306,0.036812415,0.240595698,0
0.003888721,0,4.09E-01,26.72571046,0.045967043,0.262376357,0
0.021255483,0,3.12E-01,29.83320418,0.201261404,0.255701956,0
0.082367063,0.00108999,3.05E-01,52.75369487,0.090983784,0.250726233,0
0.024411466,0,7.20E-01,34.39353307,0.017775633,0.260345843,0
0.009237927,0.501606018,3.89E-02,33.30043456,0.040432005,0.258394681,0
0.02050687,0,4.30E-02,39.57932785,0.032205117,0.300800778,0
0.127110154,0,6.52E-01,35.55919358,0.033060407,0.180733881,0
0.016133998,0,3.00E-02,38.43060584,0.035227456,0.308932086,0
0.035176932,0,2.48E-01,27.61999332,0.103868732,0.283331849,0
0.068723932,0,2.91E-01,33.14141699,0.03519424,0.222590473,0
0.020595704,9.02E-04,1.01E-01,46.33650795,0.075511854,0.246592758,0
0.052256444,0,1.69E-01,37.33831273,0.080145878,0.222130415,0
0.043733529,0,3.00E-01,51.86346878,0.370440859,0.324059094,0
0.008627639,0,5.77E-01,31.95634256,0.018183235,0.250732354,0
0.074128903,0,3.26E-01,50.39576815,0.357474068,0.339541412,0
0.016924334,0,5.07E-01,35.01020452,0.061113923,0.30032722,0
0.057661698,0,3.95E-01,42.13958527,0.202632199,0.285848494,0
0.001496094,0,4.48E-01,27.23422515,0.092354393,0.253023536,0
0.01430624,0,5.27E-01,33.70854817,0.088040551,0.275526549,0
0.034327265,0,3.54E-01,34.89505589,0.144765206,0.254961006,0
0.024687759,0,3.04E-01,34.37406525,0.110723732,0.273761226,0
0.06818648,0,4.13E-01,53.02213714,0.216629222,0.276941354,0
0.044812797,1.51E-04,1.75E-01,29.22231245,0.16052643,0.253907439,0
0.15838537,0,4.45E-01,32.939163,0.022956038,0.184872582,0
0.160331533,0.035541628,3.95E-01,28.3448963,0.085194684,0.200707805,0
0.116599921,0,6.46E-01,47.38084916,0.069181875,0.256311803,0
0.085988997,0,2.58E-01,54.17614803,0.208088966,0.320068394,0
0.124975455,0,4.89E-01,34.40616807,0.053403902,0.190049783,0
0.085689267,6.83E-05,6.21E-01,38.88225581,0.059122054,0.18475588,0
0.014746392,6.79E-04,4.44E-02,37.65156104,0.088975719,0.251083058,0
0.115224395,0,6.73E-01,42.4584455,0.011516397,0.242434079,0
0.017053153,0,8.34E-02,34.68040826,0.013831662,0.253263599,0
0.027479502,1.42E-04,3.59E-01,36.71063876,0.02719711,0.270352982,0
0.045205138,0.00671318,1.70E-01,47.93608233,0.050496601,0.319055267,0
0.055809938,0,5.96E-01,33.70578825,0.040364139,0.197998433,0
0.02314415,0,2.31E-01,40.91631164,0.069858307,0.293882152,0
0.036109569,0,3.48E-01,34.7531501,0.141321629,0.253428191,0
0.082947433,6.82E-05,5.04E-01,41.97246669,0.03522311,0.205609665,0
0.078565976,0,2.57E-01,37.09970004,0.068981053,0.277705425,0
0.081762303,6.81E-04,2.10E-01,29.27202791,0.116499037,0.214637004,0
0.011237949,0,1.43E-01,32.25684428,0.392429408,0.264446074,0
0.024749133,0.001565163,6.12E-02,40.70074989,0.054388458,0.266512294,0
0.033294777,0,2.44E-01,28.63170008,0.124805581,0.271112581,0
0.016399015,0,4.08E-02,42.74806038,0.011956944,0.206504962,0
0.025086871,2.20E-04,2.09E-01,30.08807206,0.117780635,0.287133515,0
0.036703895,0,3.99E-01,35.41592344,0.124188455,0.284975648,0
0.017223296,0,4.93E-01,32.41065895,0.18616222,0.267437634,0
0.002745586,0,3.14E-01,33.81072641,0.28660293,0.254466121,0
0.058394919,0,5.10E-01,37.72085393,0.031140556,0.214694744,0
0.064482747,0,3.31E-01,41.3341429,0.026383774,0.207918256,0
0.010405574,0,6.79E-01,34.88749785,0.062769559,0.274883303,0
0.083553442,0,3.51E-01,35.00992836,0.028238584,0.20960909,0
0.018469037,0,2.44E-01,32.01696337,0.138263583,0.275043289,0
0.042085399,0,2.90E-01,28.8110312,0.080725173,0.255910627,0
0.146582725,5.06E-05,3.87E-01,37.24081638,0.052826669,0.179193599,0
0.028703419,2.23E-04,2.16E-01,39.18011718,0.136503623,0.263163864,0
0.045771845,0,1.50E-01,47.99069531,0.163283595,0.273973893,0
0.044697057,7.08E-05,3.30E-01,29.92422469,0.131132266,0.276894517,0
0.017054247,0,6.99E-02,38.32201482,0.053480978,0.256704704,0
0.005939758,0,3.22E-01,32.35373928,0.271747477,0.2556294,0
0.014247603,0,6.30E-01,34.38534043,0.10891377,0.275350322,0
0.014318596,7.62E-05,5.63E-02,25.50444385,0.183561687,0.274861976,0
0.08208891,0,3.16E-01,49.26626104,0.18577392,0.316138198,0
0.040658242,2.20E-04,1.56E-01,52.00156849,0.081764036,0.300214184,0
0.01289516,0,3.43E-01,24.70602261,0.128616263,0.254576248,0
0.022330958,9.03E-04,1.21E-01,28.52174686,0.190109172,0.259795943,0
0.036460298,0,4.80E-01,34.43671146,0.09237891,0.27575779,0
0.109831057,0.001202247,5.76E-01,37.66607819,0.030373343,0.181368978,0
0.021564565,7.28E-05,3.88E-01,39.45730061,0.116295408,0.290595453,0
0.042216061,0,3.12E-01,34.72264007,0.029447907,0.249981957,0
0.081915221,0,1.64E-01,37.55887792,0.04233052,0.2862179,0
0.034787393,0,1.03E-01,31.58891969,0.124023428,0.237392473,0
0.018497784,0,2.40E-01,25.68828922,0.082458628,0.286121728,0
0.172110476,0,4.22E-01,33.08649534,0.023885524,0.177015899,0
0.015806907,0,3.35E-01,34.28853427,0.230483839,0.268957833,0
0.016545303,6.81E-05,3.22E-02,35.89901166,0.010496886,0.200993101,0
0.024298572,0,4.37E-01,37.48060316,0.063812841,0.281229913,0
0.005382104,0,1.46E-02,35.18622971,0.013324442,0.210537265,0
0.052557219,0,1.75E-01,38.11132949,0.056499779,0.245940333,0
0.032562727,0,3.60E-01,39.0709378,0.025648718,0.273503238,0
0.069712414,0,1.77E-01,33.84764392,0.132987526,0.245569954,0
0.034302694,0,1.36E-01,40.2004538,0.055171415,0.300101112,0
0.02512167,0,1.59E-01,38.69616598,0.034953093,0.317845045,0
0.036652276,0,1.15E-01,29.88586135,0.176305945,0.248323103,0
0.023264637,0,5.31E-02,41.53899355,0.012908073,0.22881739,0
0.104437199,0,6.06E-01,33.6766492,0.031111963,0.183790859,0
0.090513788,2.03E-04,3.30E-01,40.30918758,0.032646435,0.202823521,0
0.023986916,2.25E-04,7.29E-02,28.49261399,0.130149877,0.238428893,0
0.012661692,0,1.67E-01,31.37435538,0.01571715,0.25254755,0
0.026378766,0,3.19E-01,40.06682263,0.332665813,0.247722703,0
0.033449057,0,1.70E-01,41.66037907,0.012696813,0.240367569,0
0.0773275,0,5.53E-01,48.11503394,0.186628602,0.310056698,0
0.013714078,0,1.49E-01,50.24406115,0.038455754,0.245986486,0
0.096880504,0,2.60E-01,47.80135097,0.277792536,0.277229316,0
0.029721582,1.40E-04,1.66E-01,40.31952012,0.017355495,0.249637557,0
0.078056568,0,5.85E-01,39.88925743,0.068554839,0.234741957,0
0.022653311,0.019317644,3.93E-01,43.51457977,0.093079511,0.260003404,0
0.164086505,0,6.86E-01,34.90281052,0.023613314,0.178717393,0
0.051339596,0.001161834,1.34E-01,38.35705289,0.031553087,0.149977348,0
0.043338791,0,2.06E-01,42.39857802,0.233042406,0.308698791,0
0.035837445,0,5.31E-01,29.70476283,0.048448264,0.227713247,0
0.048334499,0,1.30E-01,28.55652305,0.145514132,0.236180577,0
0.011023534,0,7.57E-02,35.42095823,0.031619088,0.260002631,0
0.11128821,0,3.14E-01,57.89896595,0.104105614,0.340817544,0
0.048348805,3.01E-04,1.22E-01,30.94749002,0.115243246,0.188910046,0
0.023465848,0,1.35E-01,38.39578961,0.073910705,0.250504898,0
0.05782358,0,2.38E-01,40.74217921,0.159125461,0.294220596,0
0.02917797,0,3.43E-01,30.44679997,0.124043738,0.261543528,0
0.07733312,0,4.10E-01,52.26391679,0.204738675,0.241464939,0
0.016385991,0,5.99E-02,38.80718953,0.035551951,0.271728628,0
0.054212899,0,3.97E-01,46.24920118,0.105166592,0.276138223,0
0.017116213,0,3.54E-02,40.26675324,0.049559882,0.29446187,0
0.025539305,0,5.42E-02,26.51582676,0.179047722,0.171662476,0
0.053712319,0,2.03E-01,42.04724648,0.172942832,0.344802422,0
0.009838912,0,7.23E-01,35.31222331,0.048623852,0.256787262,0
0.138355707,0,1.82E-01,42.25572022,0.110833999,0.211451619,0
0.01901482,0,5.23E-02,43.1970022,0.037557301,0.301749702,0
0.038706589,0,2.24E-01,43.51328608,0.047132645,0.296161486,0
0.052785386,0,3.13E-01,48.61984602,0.338645391,0.280319373,0
0.076542818,0,3.28E-01,49.24807334,0.171260678,0.277266242,0
0.015043456,0,2.01E-02,41.07241503,0.003667884,0.253418312,0
0.048482917,0,3.21E-01,49.16799903,0.172349935,0.274185016,0
0.017886197,2.16E-04,4.27E-01,32.44752545,0.144511105,0.258826688,0
0.033256246,0,5.95E-02,35.19372685,0.010485515,0.229998514,0
0.030911949,0,2.26E-01,39.91255589,0.11990593,0.307816122,0
0.017575924,7.31E-05,2.62E-01,32.11347062,0.141767192,0.251329831,0
0.058253616,0,4.43E-01,34.7973539,0.113569978,0.234044057,0
0.031826316,0,6.66E-02,26.73989741,0.154137994,0.19344365,0
0.044771704,0,3.11E-01,36.28331271,0.162169481,0.245750473,0
0.037016156,6.92E-05,4.59E-01,41.78334954,0.269581999,0.257133591,0
0.033559771,0,1.51E-01,29.64994148,0.124428156,0.248832161,0
0.134160206,0.006113914,5.00E-01,33.64894227,0.043816228,0.201185498,0
