AFG,High_Developed,PFG,PPT,Woody,claycontent,presence
-1.275159475,-0.13563027,0.252264306,-1.790354138,0.486136535,-0.851676792,0
-0.544168386,-0.13563027,-0.67518507,-0.870532544,-1.199610504,-2.181530299,0
-0.42359642,-0.064258608,-0.834176392,-2.025330673,-0.938837967,-1.42680628,0
-1.064339661,-0.13563027,-1.032915544,-2.09547069,0.824473346,-0.445106358,0
-0.508379005,-0.093456106,0.749112186,-1.169497744,0.224962143,0.126467661,0
0.267462527,-0.121413188,1.259209344,0.303975713,1.209829985,-0.079313017,0
-0.994847105,-0.034425254,-1.12367309,-0.968686124,-1.301476164,-0.27879306,0
-0.007995877,-0.082006107,0.656367249,-1.950240979,-0.948861339,-0.563941068,0
-0.771629495,-0.13563027,0.802109294,-1.325309705,-0.261006976,-0.900846628,0
-0.23151797,-0.13563027,-0.489695195,-1.451188267,0.797767453,-0.680910582,0
0.983256412,-0.088112773,2.551013832,1.150892584,-0.893751871,-2.225682513,0
0.122449955,-0.13563027,0.464252735,0.600524842,2.312101162,-0.854946553,0
-1.09427828,-0.13563027,-1.152821499,-0.720992387,-0.661226447,-1.32757289,0
-1.249754975,0.18474777,-0.118715444,-1.399482288,-0.132619424,-0.700883852,0
-1.352544044,-0.013595797,-1.490678058,0.167116613,-1.205961627,-0.96582713,0
0.217314596,-0.13563027,-0.608938686,-1.196932781,0.007399465,-1.901598658,0
-0.940341783,-0.13563027,-0.489695195,0.238566897,2.680252022,0.7624345,0
-1.35706556,-0.13563027,-0.165087913,-1.336136454,0.182053553,-0.982032463,0
-1.337826825,-0.045270693,-0.006096592,-1.663907929,0.390612632,-0.860675592,0
0.886341259,-0.13563027,1.219461513,-1.159073291,-0.487894734,-0.754413498,0
0.509145507,-0.13563027,0.345009244,-1.528284171,-1.280253799,-2.056318708,0
-0.502027313,-0.13563027,-0.165087913,-0.970865295,-1.020482896,-0.761166002,0
-0.259380808,-0.13563027,-0.688434347,-0.087646414,-1.271262016,-1.843625017,0
0.859415758,0.274819666,-0.63543724,-0.938578281,-1.042072398,-2.16569008,0
0.960423225,-0.13563027,3.014738521,1.497658747,-0.533969281,0.77994677,0
-0.99153659,-0.13563027,-1.341623694,-1.087315849,-1.303937653,0.075099148,0
-0.458285904,-0.129065604,-0.827551754,-0.693266877,-1.391353445,-1.307405859,0
-0.007021649,-0.13563027,1.014097723,-1.782001084,-0.552331174,-0.856039737,0
2.177838622,-0.13563027,2.080664506,1.254329575,0.074982116,-1.989879754,0
-0.883561811,-0.128521729,-0.059093699,-1.939198553,0.046792303,0.049633619,0
-0.741198657,-0.13563027,-1.022316123,0.045419791,-1.093938248,0.870435769,0
-0.921963566,-0.13563027,-0.655311155,-1.166921052,-1.28634931,-0.272925972,0
1.122968553,-0.13563027,2.411896426,-1.299804312,-1.144862168,-1.760093643,0
0.109354966,-0.13563027,0.033651239,0.12634987,-1.311977947,-0.375798554,0
-0.847365277,-0.13563027,-0.622187963,-0.449636199,-0.987056498,0.573192429,0
0.037266964,-0.102139023,0.669616526,-1.523009021,-1.151584143,-0.456285923,0
0.308327037,-0.129084688,1.040596276,-1.134495915,-1.172561936,-1.649311822,0
-1.26072659,-0.121317771,-1.376734277,-0.952281601,-1.326105423,-1.767207073,0
-0.329098513,0.55984278,-0.820927115,-1.913883891,-0.923226743,-1.346286147,0
-1.04577659,-0.128884313,-1.525788641,-0.905421588,-1.443787478,-0.138986592,0
0.256889724,-0.13563027,2.093913782,-1.337735747,-1.234054659,-1.35591079,0
0.067419109,-0.082006107,-0.271082128,-1.650971593,-1.270529918,-0.023814021,0
0.248591876,-0.13563027,1.100218022,-1.174526418,-1.390073501,-2.012357531,0
-1.368789687,-0.13563027,-1.371434567,-0.455511432,-1.420546076,-0.677419769,0
0.244977031,-0.13563027,0.080023708,-1.02909687,-0.835049913,-0.648705679,0
3.747870035,0.115306578,0.126396177,-0.386653972,-0.084247575,-1.141316928,0
1.812778321,-0.13563027,0.927977423,-1.795068058,-0.127750909,-1.250511987,0
1.928713621,-0.128521729,0.398006351,0.126075104,2.100450426,-1.237395118,0
-1.026650216,-0.13563027,-1.095849609,-0.523616067,-1.208595906,0.055739233,0
0.63049918,-0.116069855,0.497375927,-0.346698617,-0.868548025,-2.368347398,0
-0.178793298,-0.100421523,-0.396950257,-1.323301243,-0.130138531,-0.815383937,0
-0.808136798,-0.13563027,-0.814302477,-2.308644479,0.366613962,-0.622915021,0
-0.129968757,0.675604563,1.378452835,-0.34694403,-0.255615614,0.325088396,0
0.197983219,-0.13563027,1.557318072,-1.496603342,-0.528478506,-1.181337016,0
0.242016506,-0.13563027,3.405592186,0.148610986,-0.947762776,-0.481286528,0
-0.629956264,-0.13563027,0.795484655,-1.120753739,0.307166905,-1.165630554,0
-1.448140038,-0.13563027,-1.587331532,-1.256925824,-1.318831067,-0.594827854,0
-1.047446568,-0.13563027,2.64375877,-1.251663804,-0.978121058,-0.137093179,0
-0.570713476,-0.113875272,-1.182632372,-2.137642548,0.412271022,-1.629824009,0
-1.23142055,-0.13563027,0.119771538,-1.144982395,-0.953685782,-0.144202266,0
0.611979962,-0.121413188,0.1131469,0.644737597,-0.195912032,0.162074565,0
-0.73989848,-0.13563027,2.80937473,-1.428326664,-1.083005077,-1.935223698,0
1.579929966,-0.13563027,1.259209344,-1.350852744,0.435454065,-0.831017391,0
-1.472811804,-0.13563027,-1.514526756,-1.314761343,-1.432956979,-1.267830291,0
-1.00159997,-0.129218271,-1.364809928,-0.567224305,-1.460731024,-1.4736241,0
1.476627487,-0.13563027,2.531139917,-0.299246593,-0.445419697,-0.838466588,0
-1.003059364,-0.13563027,1.365203558,-0.720739783,1.084297687,-0.492547298,0
-0.252074606,-0.13563027,1.404951388,-0.593518811,1.072373991,-0.223197312,0
-1.067192886,-0.13563027,-1.021653659,-0.41038125,-1.461724307,-0.790843373,0
-1.003637817,-0.13563027,-0.204835744,-1.56585888,0.459059961,-0.78987688,0
-1.406437488,38.29003063,-1.392633409,-1.287642961,-1.108205881,-0.824226031,0
-1.01413095,-0.100135273,-1.032915544,-0.744467578,-0.453317098,0.237589592,0
-1.28123505,-0.13563027,-1.420456891,-0.632027364,-1.150582076,0.137617777,0
-0.833018779,-0.13563027,1.007473084,-2.154908551,-0.850047832,-0.401513789,0
0.473728901,-0.13563027,2.266154381,-1.592825259,-0.37234806,-2.178786803,0
1.278538289,-0.122462771,1.27245862,-0.325936806,0.178347225,0.150024694,0
-0.81070673,-0.13563027,1.120091937,-1.765890431,-1.087202133,-0.819449301,0
0.228701336,-0.13563027,0.477502012,1.003778233,0.86030186,1.429436837,0
-1.04332785,-0.128617146,-0.741431454,-0.220704289,-1.24529451,1.07795246,0
-0.330605838,-0.128998813,2.054165952,-1.898817005,-0.920281761,-2.008573429,0
0.110349648,-0.13563027,-0.13858936,-0.415465106,0.915404001,1.308747723,0
-1.160383287,-0.128359521,-1.178657589,-1.62258298,-0.056240865,-1.130393596,0
-1.559553854,-0.128674396,-0.642061878,-1.078246248,3.218877209,-0.649468209,0
0.041249279,-0.13563027,0.0270266,-0.949619479,-1.319564213,-3.147185911,0
-0.160229675,-0.13563027,0.331759967,-0.24651979,-1.068299664,0.76090543,0
1.462272034,-0.129084688,1.510945603,-0.904779337,-0.681729498,-2.395230777,0
2.13853866,-0.13563027,1.159839768,1.13194875,-0.165807016,-0.040672514,0
-0.080415501,-0.13563027,1.053845553,-1.063915298,-0.977152991,-0.382142438,0
0.194783837,-0.13563027,-0.13858936,0.454817709,1.404681445,0.063671111,0
-1.137021664,-0.13563027,1.756057224,-1.219980346,-0.451525451,-0.48874472,0
1.444674328,0.107338714,0.31851069,-0.655366234,-0.819157553,-1.60107163,0
-0.844753762,-0.13563027,-0.396950257,-2.144991908,-0.346469097,0.072120518,0
-0.044321453,-0.13563027,0.31851069,0.728193586,-0.391139153,-1.2745535,0
-0.622165847,-0.13563027,0.358258521,-1.645886848,0.299336169,-0.200342652,0
-0.864650405,-0.128769813,-0.608938686,0.213563509,-1.325501496,-0.03289454,0
-0.093725887,-0.13563027,0.225765753,-1.832233853,-0.645948178,-1.740680302,0
-0.244650954,-0.13563027,1.89517463,0.362724916,0.296807775,-0.53115447,0
0.048587772,-0.13563027,2.623884855,-0.669930494,-0.452780761,-0.740208789,0
0.655434214,-0.13563027,-0.317454597,-0.091665233,-1.275447974,-1.720866872,0
2.615689361,-0.13563027,2.279403658,-1.287534308,-1.182125436,-2.317562507,0
-0.944966888,-0.13563027,1.239335428,-1.243918659,-0.392239037,0.019456759,0
1.476321808,-0.13563027,0.106522261,0.302126786,1.861123371,0.722255677,0
-0.549474583,-0.13563027,0.60999478,-1.88425433,0.550683587,-0.488586653,0
-0.26563492,-0.122367355,2.471518171,-1.628776688,-1.096177087,-1.564928361,0
-1.059080844,-0.13563027,-0.728182178,-0.918832571,-1.3603737,-1.120641902,0
-1.295885295,-0.13563027,-0.039219784,-1.562126704,0.67975381,-0.321684747,0
-0.091190301,-0.13563027,-0.734806816,-1.511319833,-0.284726687,-1.478493111,0
0.143008032,-0.13563027,0.411255628,-2.066088661,-0.292264403,-0.209744393,0
-0.442452351,-0.13563027,-0.794428562,0.073391267,-1.373110608,-0.264043353,0
-0.667626973,-0.13563027,0.523874481,-0.205080085,2.413070047,-0.39888321,0
-1.075807268,-0.121126938,-1.132947584,-1.987549914,0.180137255,-0.94846401,0
-1.297166274,-0.13563027,-1.410519933,-0.160361204,-1.439532872,-1.848621335,0
-0.559990195,-0.13563027,-0.204835744,-0.170591264,-0.692920617,0.445509919,0
-1.480666559,-0.13563027,-0.622187963,-1.12625861,3.285450854,-0.289546504,0
-0.611997711,-0.13563027,-0.701683624,-0.312220212,-0.746782432,0.3618397,0
0.578184973,-0.13563027,2.491392087,-0.738282956,-0.258195019,-0.594234981,0
-0.67791354,-0.082864857,2.107163059,-1.365708056,-0.846138156,-0.164955181,0
0.301975713,-0.028185481,-0.13858936,-2.19550508,-1.008222599,-0.59462145,0
-0.671418546,-0.13563027,0.802109294,-1.077137323,0.5994523,0.129361206,0
0.35220034,1.713057604,0.477502012,-0.714538731,-0.303461505,-1.056238239,0
-0.621124583,-0.13563027,0.477502012,-1.249788305,-0.767570355,-0.454693945,0
-0.832001588,-0.13563027,0.921352785,-1.705218626,-0.12802637,-1.650483076,0
-0.629187253,0.242345655,-0.668560432,-0.812889071,-1.309003626,-0.668091292,0
-0.69129912,-0.13563027,-0.145213998,-1.437065927,-0.170871006,0.174404903,0
-0.423197547,-0.13563027,-1.16673324,-0.697752066,-1.387572702,-0.605833111,0
-1.014917624,-0.13563027,1.239335428,-1.24968953,-0.448953485,-0.860181732,0
0.325163245,-0.13563027,1.491071688,0.26894767,-0.659115984,-0.36692128,0
0.324098768,9.657479291,0.159519369,-0.466059029,-0.142826479,1.002218668,0
-1.512343356,-0.13563027,-0.290956043,-1.395481169,2.253218882,-0.157158601,0
-0.515806521,-0.13563027,-0.734806816,-2.054839824,0.077321507,0.198383019,0
-0.958511839,-0.13563027,-1.211118317,-0.953412332,-1.368682117,-1.093833715,0
-1.478293319,-0.13563027,-0.118715444,-1.014068371,2.73896714,-0.143902372,0
-1.25535299,-0.13563027,1.769306501,-1.68457007,-0.986510247,-1.144909992,0
4.315977273,-0.13563027,1.89517463,-1.089213063,-1.218356658,-1.656037421,0
-0.388607298,-0.13563027,1.411576027,-1.233809324,-0.465054753,-0.200719921,0
-0.894017685,-0.13563027,0.530499119,-1.128980634,-0.01442628,-0.706375084,0
-0.282958411,-0.13563027,1.630189094,-1.288558962,-0.900711639,0.165535389,0
-0.189247578,-0.13563027,1.027346999,-2.458153195,-0.940155146,-0.927027764,0
-1.009649914,-0.122176521,1.669936925,-1.150724542,-0.923820848,-0.689343156,0
0.810277044,-0.13563027,2.193283358,-0.8650633,-0.850722926,-1.682646426,0
1.738443023,-0.13563027,0.954475977,-0.831689984,-0.43822004,-2.546462481,0
0.034664832,0.364750441,-0.443322726,-0.891514929,-0.605008982,-1.070389727,0
-0.283440726,-0.13563027,-0.569190856,-0.838793018,-1.39075804,-1.617311397,0
0.503240772,-0.13563027,0.556997673,0.662053598,2.812703001,-0.295855054,0
0.398622477,-0.121222355,0.053525154,-0.001972141,0.775571757,1.590788946,0
-1.05947527,-0.13563027,1.537444157,-1.670182247,-0.915077579,-0.219149603,0
-0.781466683,-0.13563027,-0.522818387,-1.902755755,-0.508371283,-0.451137603,0
-0.749633213,-0.13563027,1.325455728,-1.533295288,-1.34117656,-1.11502799,0
1.634925423,-0.110058605,1.72955867,-1.316418345,-0.87893768,-1.205880637,0
-0.900239783,-0.13563027,0.053525154,-1.840342901,-1.394600572,-1.012823268,0
-1.158343662,-0.08935319,0.358258521,-0.927066247,-1.342543736,-0.611849554,0
-0.418882567,-0.13563027,0.192642561,-2.016459274,-0.38555481,-5.55E-04,0
-0.693252788,0.006406303,-0.21808502,-0.767981693,-0.107200459,-0.319837384,0
-0.476576876,-0.128407229,-0.774554646,-1.972521595,0.062077135,-1.287292587,0
-0.367783653,-0.13563027,2.140286251,-2.027823779,-1.140990764,-1.340765157,0
-0.844529839,-0.13563027,1.424825304,-1.198284066,-0.154740433,-1.175578502,0
-1.396242643,-0.121985688,1.318831089,-1.545632009,-0.078722186,-0.204717186,0
2.206591418,-0.13563027,1.226086152,-1.49228015,-0.997899953,-1.917078234,0
1.601528172,-0.13563027,1.722934032,-0.757700761,-1.143285878,-2.126156914,0
-1.256030739,-0.078761941,-1.425756601,-0.680166344,-1.263524107,-0.587952078,0
0.084566761,-0.115306522,1.378452835,-0.931305365,-0.886697704,-0.480327358,0
-1.159606886,-0.13563027,-0.63543724,-1.157915441,-1.270984743,-0.291060541,0
-1.278635433,-0.128922479,-1.530425888,-0.366965097,-1.407952823,-0.893975503,0
-1.238619972,-0.13563027,2.027667398,-1.601520629,-0.19775125,-0.073305028,0
-1.152363427,-0.13563027,1.610315179,-1.328140479,-1.274548715,-0.107393964,0
-0.967785263,-0.088017357,0.477502012,-1.680766286,0.153727389,0.164887419,0
-1.382946946,-0.13563027,1.418200665,-1.704638037,-0.968504485,-1.243359857,0
1.904104138,-0.129208729,1.491071688,-1.131644551,-1.197110583,-1.325625075,0
0.442179491,-0.13563027,3.617580615,0.771907146,-1.114906538,-1.045772892,0
-1.522020743,-0.13563027,1.093593383,-2.161593822,-1.010598804,-0.48605817,0
-0.989451885,-0.13563027,0.451003458,-1.787018755,0.758823493,-0.657575501,0
0.884594893,-0.031627065,0.404630989,0.975800767,-0.497678536,-0.785440568,0
-0.892670559,-0.13563027,3.153855927,-1.237319979,-1.33181143,-0.538237885,0
-1.357982074,47.72594086,-1.35818529,-1.36908129,-1.073664968,-0.58837843,0
-1.01240884,-0.13563027,-1.331024272,-0.612227992,-1.167402043,0.501364392,0
2.256685837,-0.13563027,2.703380516,-1.096812096,-1.157656878,-2.584089077,0
-1.146507266,-0.13563027,-1.417144572,-0.75069412,-1.132965544,0.710321008,0
-0.562536943,-0.13563027,0.0270266,-2.053797607,-0.350867576,0.052451586,0
0.466214846,-0.13563027,0.311886052,-1.388249154,-1.133344007,-1.508467318,0
-1.009684658,-0.049564443,-0.946795245,0.202277655,-0.673965542,-0.891661726,0
-0.038776889,-0.13563027,-0.496319833,-0.882358349,-0.621165522,-1.52028979,0
-0.30014047,-0.13563027,0.371507797,0.868493552,2.686452403,1.099051628,0
-1.376697157,-0.13563027,2.206532635,-1.531097177,-1.327167217,-0.785283272,0
0.631963604,-0.13563027,0.543748396,0.69157797,2.538708924,1.496912928,0
-1.122270834,-0.13563027,1.742807947,-1.162986844,-0.838015415,0.489195,0
0.126980547,-0.13563027,1.000848446,-0.303616398,0.774442316,0.117123792,0
-1.595393006,-0.13563027,1.351954281,-2.100297825,-0.482061832,-0.726404966,0
-1.202557265,-0.13563027,1.875300715,-1.319887568,-0.531213702,-0.148127346,0
-0.588592819,-0.13563027,0.729238271,-1.176866778,0.115106414,-0.676616276,0
-0.884197762,-0.13563027,0.398006351,-1.239666616,-0.272761779,-0.193492239,0
0.449733351,-0.13563027,1.120091937,1.008158606,0.933924247,-0.111769989,0
-0.267043655,-0.121222355,-0.456572003,-1.860655207,0.294689632,-0.703690616,0
3.215771133,-0.13563027,1.332080366,-1.412628705,-1.27278595,-2.477733623,0
3.275452138,3.255633183,1.000848446,-1.966418321,-0.56363948,-2.070803445,0
1.934379193,-0.13563027,2.663632685,0.328161796,-0.746089256,-0.641903783,0
0.995665065,-0.13563027,0.093272984,1.147262252,0.836616661,0.996499472,0
2.19122319,-0.13563027,1.623564456,-1.235796965,-0.925863312,-2.344691018,0
0.98647355,-0.129113312,2.498016725,-0.696252557,-0.860710749,-2.480732606,0
-1.189059571,-0.070842358,-1.321749779,-0.844599622,-0.520558408,-0.776270955,0
1.892197333,-0.13563027,2.842497922,-0.265181214,-1.403129098,-0.99853057,0
-1.118320473,-0.13563027,-1.063388881,-1.202740249,-1.376748994,-0.720235879,0
-0.798586214,-0.122081105,0.762361463,-0.95801772,-1.224463221,-0.281076565,0
-0.255012131,0.504918947,-0.489695195,0.395089204,-0.958989069,0.970464351,0
0.070194503,-0.13563027,2.332400765,-1.320220247,-1.074438233,-2.140428308,0
-0.931534052,-0.13563027,-0.085592252,-0.451068924,-0.738381997,0.323571019,0
-0.533936711,-0.13563027,0.689490441,-1.193972,0.075870334,-0.716006229,0
0.90239251,-0.129122854,1.722934032,-0.323760752,-1.133015063,-1.944836494,0
0.768030817,-0.13563027,0.086648346,-0.911120552,-0.748377419,-0.092135056,0
0.866049332,-0.070651525,-0.224709659,-1.854662541,-0.206958015,-1.712853865,0
-1.29664943,-0.13563027,-0.668560432,-1.494874915,2.936989696,-0.432871025,0
-0.882315668,0.013712356,-1.210455853,-0.477052583,-0.914645291,-0.379773745,0
-0.62025508,-0.13563027,5.28E-04,-1.931847199,-0.112313341,-0.261556552,0
-1.138380259,-0.13563027,-1.345598477,-0.230271244,-1.398109511,-1.921829343,0
-0.8719586,-0.114638605,-0.231334297,-1.756297164,-0.192355501,0.150145987,0
-0.515711119,-0.13563027,1.027346999,-1.114081776,-0.119344868,0.094693582,0
-1.11310287,-0.13563027,1.650063009,-1.476334204,0.586783551,-0.355994555,0
-1.557076104,-0.13563027,0.464252735,-1.307571076,1.731203932,-0.689333725,0
0.149465491,-0.13563027,1.762681862,-0.836247107,-1.179531639,-1.711370075,0
0.336154731,-0.13563027,0.576871588,-0.400703844,-1.233730363,-1.885510816,0
-1.322175029,-0.13563027,2.882245752,-1.177777818,-0.819151116,-0.164657344,0
0.920976373,-0.13563027,0.709364356,-1.163020132,-1.212596678,-1.842060125,0
-1.074900996,-0.13563027,5.28E-04,-1.523789988,0.04102699,-0.160546058,0
-0.350682,-0.13563027,0.305261413,-1.910230754,-0.614565041,-0.652213119,0
2.853831402,-0.130802187,0.947851339,-0.894110489,-0.932440299,-2.623670915,0
-0.761053594,-0.114352355,-0.184961828,-0.66034856,0.020974025,-0.465820984,0
-0.237633503,-0.13563027,-0.622187963,0.401672214,0.326104741,-0.188027168,0
-0.270592936,-0.128874771,0.57024695,-1.776047208,-0.04022716,-0.112973596,0
-1.118286924,-0.13563027,-1.152821499,-0.763783604,-0.924985109,-0.631807097,0
-1.459123674,-0.13563027,0.517249842,-1.483195261,1.561941058,-0.65944003,0
-1.204355426,-0.13563027,2.557638471,-1.238307514,-0.293384467,-0.152655989,0
-1.202178356,-0.128359521,-1.242916582,-2.308804424,0.557153105,-0.165205401,0
0.876065057,-0.13563027,0.477502012,0.555427993,0.582359265,0.895502135,0
-0.394447175,-0.114638605,-0.582440133,0.885139993,-0.602728247,0.486290225,0
-1.245829423,-0.13563027,0.656367249,-2.405045548,-0.068894471,-0.686503705,0
-0.956471386,-0.049469026,-0.814302477,-1.945100881,0.63175508,-0.552369098,0
-0.523181261,-0.13563027,1.56394271,-1.232115287,-0.481782486,-0.142184964,0
1.726805313,-0.020915877,2.199907997,-0.842849735,-1.188273256,-2.56776849,0
-0.979973582,-0.128683938,0.954475977,-0.626937068,-0.209278162,0.23911013,0
-0.346675121,-0.13563027,0.451003458,-1.197649657,-1.198817664,-0.804566814,0
0.870738713,-0.13563027,-0.529443025,-0.855771579,-1.052033309,0.126616708,0
-0.57448254,-0.13563027,-0.933545968,-1.575386066,-0.121225184,-1.128088684,0
-1.074019441,-0.13563027,-0.025970507,-2.286643834,-0.594814073,0.124145301,0
3.636665024,-0.13563027,1.179713683,-1.39486937,-1.262195397,-2.679632984,0
-1.156537834,-0.13563027,0.603370142,-1.249976459,1.091783606,-0.316928806,0
-1.133894193,-0.129132396,-1.402570367,-1.055850669,-1.414745396,-2.06347197,0
